Link,Name,Disease Name
http://babelnet.org/rdf/page/s01085044n,s01085044n
http://babelnet.org/rdf/page/s01600107n,s01600107n
http://babelnet.org/rdf/page/s05197163n,s05197163n
http://babelnet.org/rdf/page/s05307467n,s05307467n
http://babelnet.org/rdf/page/s06435708n,s06435708n
http://babelnet.org/rdf/page/s08346260n,s08346260n
http://babelnet.org/rdf/page/s08476669n,s08476669n
http://babelnet.org/rdf/page/s24928748n,s24928748n
http://babelnet.org/rdf/page/s03607506n,s03607506n
http://babelnet.org/rdf/page/s00653902n,s00653902n
http://babelnet.org/rdf/page/s01767685n,s01767685n
http://babelnet.org/rdf/page/s01904341n,s01904341n
http://babelnet.org/rdf/page/s05613023n,s05613023n
http://babelnet.org/rdf/page/s03733190n,s03733190n
http://babelnet.org/rdf/page/s08761332n,s08761332n
http://babelnet.org/rdf/page/s01584751n,s01584751n
http://babelnet.org/rdf/page/s00184752n,s00184752n
http://babelnet.org/rdf/page/s01202355n,s01202355n
http://babelnet.org/rdf/page/s03589671n,s03589671n
http://babelnet.org/rdf/page/s17883400n,s17883400n
http://babelnet.org/rdf/page/s08482808n,s08482808n
http://babelnet.org/rdf/page/s01976981n,s01976981n
http://babelnet.org/rdf/page/s00192848n,s00192848n
http://babelnet.org/rdf/page/s02384963n,s02384963n
http://babelnet.org/rdf/page/s03362763n,s03362763n
http://babelnet.org/rdf/page/s03393311n,s03393311n
http://babelnet.org/rdf/page/s03725499n,s03725499n
http://babelnet.org/rdf/page/s03783224n,s03783224n
http://babelnet.org/rdf/page/s14477928n,s14477928n
http://babelnet.org/rdf/page/s17359523n,s17359523n
http://babelnet.org/rdf/page/s22215895n,s22215895n
http://babelnet.org/rdf/page/s21807973n,s21807973n
http://babelnet.org/rdf/page/s06048720n,s06048720n
http://babelnet.org/rdf/page/s03067689n,s03067689n
http://babelnet.org/rdf/page/s24033762n,s24033762n
http://babelnet.org/rdf/page/s27048368n,s27048368n
http://babelnet.org/rdf/page/s01693523n,s01693523n
http://babelnet.org/rdf/page/s03168111n,s03168111n
http://babelnet.org/rdf/page/s04883888n,s04883888n
http://babelnet.org/rdf/page/s05422522n,s05422522n
http://babelnet.org/rdf/page/s05426961n,s05426961n
http://babelnet.org/rdf/page/s14743576n,s14743576n
http://babelnet.org/rdf/page/s03376544n,s03376544n
http://babelnet.org/rdf/page/s01363668n,s01363668n
http://babelnet.org/rdf/page/s01784110n,s01784110n
http://babelnet.org/rdf/page/s03082931n,s03082931n
http://babelnet.org/rdf/page/s15222938n,s15222938n
http://babelnet.org/rdf/page/s00185241n,s00185241n
http://babelnet.org/rdf/page/s02850190n,s02850190n
http://babelnet.org/rdf/page/s03175237n,s03175237n
http://babelnet.org/rdf/page/s03784011n,s03784011n
http://babelnet.org/rdf/page/s18480845n,s18480845n
http://babelnet.org/rdf/page/s22272062n,s22272062n
http://babelnet.org/rdf/page/s00045557n,s00045557n
http://babelnet.org/rdf/page/s00263734n,s00263734n
http://babelnet.org/rdf/page/s00789478n,s00789478n
http://babelnet.org/rdf/page/s02977570n,s02977570n
http://babelnet.org/rdf/page/s05254020n,s05254020n
http://babelnet.org/rdf/page/s01195505n,s01195505n
http://babelnet.org/rdf/page/s01393868n,s01393868n
http://babelnet.org/rdf/page/s01922722n,s01922722n
http://babelnet.org/rdf/page/s01947530n,s01947530n
http://babelnet.org/rdf/page/s02487715n,s02487715n
http://babelnet.org/rdf/page/s03571327n,s03571327n
http://babelnet.org/rdf/page/s00016175n,s00016175n
http://babelnet.org/rdf/page/s00026359n,s00026359n
http://babelnet.org/rdf/page/s00045530n,s00045530n
http://babelnet.org/rdf/page/s00050848n,s00050848n
http://babelnet.org/rdf/page/s00132530n,s00132530n
http://babelnet.org/rdf/page/s00354023n,s00354023n
http://babelnet.org/rdf/page/s01298243n,s01298243n
http://babelnet.org/rdf/page/s01392528n,s01392528n
http://babelnet.org/rdf/page/s01392538n,s01392538n
http://babelnet.org/rdf/page/s01448369n,s01448369n
http://babelnet.org/rdf/page/s01530030n,s01530030n
http://babelnet.org/rdf/page/s01646202n,s01646202n
http://babelnet.org/rdf/page/s01740298n,s01740298n
http://babelnet.org/rdf/page/s01758551n,s01758551n
http://babelnet.org/rdf/page/s01840636n,s01840636n
http://babelnet.org/rdf/page/s01911672n,s01911672n
http://babelnet.org/rdf/page/s02119662n,s02119662n
http://babelnet.org/rdf/page/s03306385n,s03306385n
http://babelnet.org/rdf/page/s04920890n,s04920890n
http://babelnet.org/rdf/page/s08584378n,s08584378n
http://babelnet.org/rdf/page/s24433170n,s24433170n
http://babelnet.org/rdf/page/s02987369n,s02987369n
http://babelnet.org/rdf/page/s06335516n,s06335516n
http://babelnet.org/rdf/page/s14782229n,s14782229n
http://babelnet.org/rdf/page/s14758420n,s14758420n
http://babelnet.org/rdf/page/s17636545n,s17636545n
http://babelnet.org/rdf/page/s00490429n,s00490429n
http://babelnet.org/rdf/page/s00705081n,s00705081n
http://babelnet.org/rdf/page/s01419819n,s01419819n
http://babelnet.org/rdf/page/s10022121n,s10022121n
http://babelnet.org/rdf/page/s17532944n,s17532944n
http://babelnet.org/rdf/page/s02800661n,s02800661n
http://babelnet.org/rdf/page/s00001053n,s00001053n
http://babelnet.org/rdf/page/s00001342n,s00001342n
http://babelnet.org/rdf/page/s00002503n,s00002503n
http://babelnet.org/rdf/page/s00002550n,s00002550n
http://babelnet.org/rdf/page/s00004094n,s00004094n
http://babelnet.org/rdf/page/s00004819n,s00004819n
http://babelnet.org/rdf/page/s00004915n,s00004915n
http://babelnet.org/rdf/page/s00006743n,s00006743n
http://babelnet.org/rdf/page/s00006955n,s00006955n
http://babelnet.org/rdf/page/s00009464n,s00009464n
http://babelnet.org/rdf/page/s00016187n,s00016187n
http://babelnet.org/rdf/page/s00018713n,s00018713n
http://babelnet.org/rdf/page/s00019388n,s00019388n
http://babelnet.org/rdf/page/s00020053n,s00020053n
http://babelnet.org/rdf/page/s00023750n,s00023750n
http://babelnet.org/rdf/page/s00023911n,s00023911n
http://babelnet.org/rdf/page/s00024731n,s00024731n
http://babelnet.org/rdf/page/s00025228n,s00025228n
http://babelnet.org/rdf/page/s00026789n,s00026789n
http://babelnet.org/rdf/page/s00029006n,s00029006n
http://babelnet.org/rdf/page/s00030801n,s00030801n
http://babelnet.org/rdf/page/s00032886n,s00032886n
http://babelnet.org/rdf/page/s00037045n,s00037045n
http://babelnet.org/rdf/page/s00037508n,s00037508n
http://babelnet.org/rdf/page/s00042123n,s00042123n
http://babelnet.org/rdf/page/s00045267n,s00045267n
http://babelnet.org/rdf/page/s00045330n,s00045330n
http://babelnet.org/rdf/page/s00045366n,s00045366n
http://babelnet.org/rdf/page/s00045529n,s00045529n
http://babelnet.org/rdf/page/s00045545n,s00045545n
http://babelnet.org/rdf/page/s00045548n,s00045548n
http://babelnet.org/rdf/page/s00045592n,s00045592n
http://babelnet.org/rdf/page/s00046311n,s00046311n
http://babelnet.org/rdf/page/s00046616n,s00046616n
http://babelnet.org/rdf/page/s00049682n,s00049682n
http://babelnet.org/rdf/page/s00053007n,s00053007n
http://babelnet.org/rdf/page/s00054195n,s00054195n
http://babelnet.org/rdf/page/s00054737n,s00054737n
http://babelnet.org/rdf/page/s00055375n,s00055375n
http://babelnet.org/rdf/page/s00056611n,s00056611n
http://babelnet.org/rdf/page/s00056620n,s00056620n
http://babelnet.org/rdf/page/s00056631n,s00056631n
http://babelnet.org/rdf/page/s00057327n,s00057327n
http://babelnet.org/rdf/page/s00058624n,s00058624n
http://babelnet.org/rdf/page/s00059657n,s00059657n
http://babelnet.org/rdf/page/s00059666n,s00059666n
http://babelnet.org/rdf/page/s00062137n,s00062137n
http://babelnet.org/rdf/page/s00062231n,s00062231n
http://babelnet.org/rdf/page/s00063145n,s00063145n
http://babelnet.org/rdf/page/s00065820n,s00065820n
http://babelnet.org/rdf/page/s00067452n,s00067452n
http://babelnet.org/rdf/page/s00071467n,s00071467n
http://babelnet.org/rdf/page/s00073887n,s00073887n
http://babelnet.org/rdf/page/s00077078n,s00077078n
http://babelnet.org/rdf/page/s00079760n,s00079760n
http://babelnet.org/rdf/page/s00079854n,s00079854n
http://babelnet.org/rdf/page/s00081745n,s00081745n
http://babelnet.org/rdf/page/s00128570n,s00128570n
http://babelnet.org/rdf/page/s00136725n,s00136725n
http://babelnet.org/rdf/page/s00145204n,s00145204n
http://babelnet.org/rdf/page/s00177846n,s00177846n
http://babelnet.org/rdf/page/s00191425n,s00191425n
http://babelnet.org/rdf/page/s00201663n,s00201663n
http://babelnet.org/rdf/page/s00205596n,s00205596n
http://babelnet.org/rdf/page/s00209268n,s00209268n
http://babelnet.org/rdf/page/s00213937n,s00213937n
http://babelnet.org/rdf/page/s00228167n,s00228167n
http://babelnet.org/rdf/page/s00238383n,s00238383n
http://babelnet.org/rdf/page/s00243498n,s00243498n
http://babelnet.org/rdf/page/s00247687n,s00247687n
http://babelnet.org/rdf/page/s00248232n,s00248232n
http://babelnet.org/rdf/page/s00248251n,s00248251n
http://babelnet.org/rdf/page/s00255494n,s00255494n
http://babelnet.org/rdf/page/s00263124n,s00263124n
http://babelnet.org/rdf/page/s00309668n,s00309668n
http://babelnet.org/rdf/page/s00322726n,s00322726n
http://babelnet.org/rdf/page/s00326684n,s00326684n
http://babelnet.org/rdf/page/s00330855n,s00330855n
http://babelnet.org/rdf/page/s00338576n,s00338576n
http://babelnet.org/rdf/page/s00346902n,s00346902n
http://babelnet.org/rdf/page/s00350369n,s00350369n
http://babelnet.org/rdf/page/s00354023n,s00354023n
http://babelnet.org/rdf/page/s00368580n,s00368580n
http://babelnet.org/rdf/page/s00416523n,s00416523n
http://babelnet.org/rdf/page/s00417777n,s00417777n
http://babelnet.org/rdf/page/s00431123n,s00431123n
http://babelnet.org/rdf/page/s00454736n,s00454736n
http://babelnet.org/rdf/page/s00477391n,s00477391n
http://babelnet.org/rdf/page/s00487389n,s00487389n
http://babelnet.org/rdf/page/s00488870n,s00488870n
http://babelnet.org/rdf/page/s00490947n,s00490947n
http://babelnet.org/rdf/page/s00504917n,s00504917n
http://babelnet.org/rdf/page/s00545792n,s00545792n
http://babelnet.org/rdf/page/s00571082n,s00571082n
http://babelnet.org/rdf/page/s00597400n,s00597400n
http://babelnet.org/rdf/page/s00599172n,s00599172n
http://babelnet.org/rdf/page/s00599236n,s00599236n
http://babelnet.org/rdf/page/s00616563n,s00616563n
http://babelnet.org/rdf/page/s00617054n,s00617054n
http://babelnet.org/rdf/page/s00621848n,s00621848n
http://babelnet.org/rdf/page/s00624182n,s00624182n
http://babelnet.org/rdf/page/s00640443n,s00640443n
http://babelnet.org/rdf/page/s00645942n,s00645942n
http://babelnet.org/rdf/page/s00650625n,s00650625n
http://babelnet.org/rdf/page/s00656239n,s00656239n
http://babelnet.org/rdf/page/s00675641n,s00675641n
http://babelnet.org/rdf/page/s00707537n,s00707537n
http://babelnet.org/rdf/page/s00707777n,s00707777n
http://babelnet.org/rdf/page/s00707834n,s00707834n
http://babelnet.org/rdf/page/s00741329n,s00741329n
http://babelnet.org/rdf/page/s00772757n,s00772757n
http://babelnet.org/rdf/page/s00774088n,s00774088n
http://babelnet.org/rdf/page/s00777728n,s00777728n
http://babelnet.org/rdf/page/s00779594n,s00779594n
http://babelnet.org/rdf/page/s00816593n,s00816593n
http://babelnet.org/rdf/page/s00859351n,s00859351n
http://babelnet.org/rdf/page/s00871827n,s00871827n
http://babelnet.org/rdf/page/s00874819n,s00874819n
http://babelnet.org/rdf/page/s00875733n,s00875733n
http://babelnet.org/rdf/page/s00880543n,s00880543n
http://babelnet.org/rdf/page/s00895207n,s00895207n
http://babelnet.org/rdf/page/s00899267n,s00899267n
http://babelnet.org/rdf/page/s00912533n,s00912533n
http://babelnet.org/rdf/page/s00928439n,s00928439n
http://babelnet.org/rdf/page/s00957152n,s00957152n
http://babelnet.org/rdf/page/s00957555n,s00957555n
http://babelnet.org/rdf/page/s01011292n,s01011292n
http://babelnet.org/rdf/page/s01012746n,s01012746n
http://babelnet.org/rdf/page/s01013326n,s01013326n
http://babelnet.org/rdf/page/s01031961n,s01031961n
http://babelnet.org/rdf/page/s01031962n,s01031962n
http://babelnet.org/rdf/page/s01033113n,s01033113n
http://babelnet.org/rdf/page/s01037930n,s01037930n
http://babelnet.org/rdf/page/s01043097n,s01043097n
http://babelnet.org/rdf/page/s01050916n,s01050916n
http://babelnet.org/rdf/page/s01095455n,s01095455n
http://babelnet.org/rdf/page/s01132848n,s01132848n
http://babelnet.org/rdf/page/s01149072n,s01149072n
http://babelnet.org/rdf/page/s01165669n,s01165669n
http://babelnet.org/rdf/page/s01180349n,s01180349n
http://babelnet.org/rdf/page/s01187148n,s01187148n
http://babelnet.org/rdf/page/s01209632n,s01209632n
http://babelnet.org/rdf/page/s01214425n,s01214425n
http://babelnet.org/rdf/page/s01234598n,s01234598n
http://babelnet.org/rdf/page/s01245442n,s01245442n
http://babelnet.org/rdf/page/s01295480n,s01295480n
http://babelnet.org/rdf/page/s01303228n,s01303228n
http://babelnet.org/rdf/page/s01316442n,s01316442n
http://babelnet.org/rdf/page/s01316910n,s01316910n
http://babelnet.org/rdf/page/s01319740n,s01319740n
http://babelnet.org/rdf/page/s01337909n,s01337909n
http://babelnet.org/rdf/page/s01338048n,s01338048n
http://babelnet.org/rdf/page/s01346356n,s01346356n
http://babelnet.org/rdf/page/s01366687n,s01366687n
http://babelnet.org/rdf/page/s01372198n,s01372198n
http://babelnet.org/rdf/page/s01390291n,s01390291n
http://babelnet.org/rdf/page/s01415254n,s01415254n
http://babelnet.org/rdf/page/s01424011n,s01424011n
http://babelnet.org/rdf/page/s01425259n,s01425259n
http://babelnet.org/rdf/page/s01433716n,s01433716n
http://babelnet.org/rdf/page/s01435789n,s01435789n
http://babelnet.org/rdf/page/s01436837n,s01436837n
http://babelnet.org/rdf/page/s01437629n,s01437629n
http://babelnet.org/rdf/page/s01439001n,s01439001n
http://babelnet.org/rdf/page/s01448614n,s01448614n
http://babelnet.org/rdf/page/s01450248n,s01450248n
http://babelnet.org/rdf/page/s01484190n,s01484190n
http://babelnet.org/rdf/page/s01488278n,s01488278n
http://babelnet.org/rdf/page/s01496293n,s01496293n
http://babelnet.org/rdf/page/s01507417n,s01507417n
http://babelnet.org/rdf/page/s01516617n,s01516617n
http://babelnet.org/rdf/page/s01519711n,s01519711n
http://babelnet.org/rdf/page/s01520728n,s01520728n
http://babelnet.org/rdf/page/s01564533n,s01564533n
http://babelnet.org/rdf/page/s01587353n,s01587353n
http://babelnet.org/rdf/page/s01592553n,s01592553n
http://babelnet.org/rdf/page/s01606575n,s01606575n
http://babelnet.org/rdf/page/s01607077n,s01607077n
http://babelnet.org/rdf/page/s01611362n,s01611362n
http://babelnet.org/rdf/page/s01611654n,s01611654n
http://babelnet.org/rdf/page/s01617536n,s01617536n
http://babelnet.org/rdf/page/s01621328n,s01621328n
http://babelnet.org/rdf/page/s01622952n,s01622952n
http://babelnet.org/rdf/page/s01626947n,s01626947n
http://babelnet.org/rdf/page/s01632538n,s01632538n
http://babelnet.org/rdf/page/s01632613n,s01632613n
http://babelnet.org/rdf/page/s01634779n,s01634779n
http://babelnet.org/rdf/page/s01638632n,s01638632n
http://babelnet.org/rdf/page/s01648536n,s01648536n
http://babelnet.org/rdf/page/s01663521n,s01663521n
http://babelnet.org/rdf/page/s01664799n,s01664799n
http://babelnet.org/rdf/page/s01664812n,s01664812n
http://babelnet.org/rdf/page/s01667412n,s01667412n
http://babelnet.org/rdf/page/s01669750n,s01669750n
http://babelnet.org/rdf/page/s01673663n,s01673663n
http://babelnet.org/rdf/page/s01714003n,s01714003n
http://babelnet.org/rdf/page/s01749600n,s01749600n
http://babelnet.org/rdf/page/s01761088n,s01761088n
http://babelnet.org/rdf/page/s01761840n,s01761840n
http://babelnet.org/rdf/page/s01839927n,s01839927n
http://babelnet.org/rdf/page/s01840393n,s01840393n
http://babelnet.org/rdf/page/s01853326n,s01853326n
http://babelnet.org/rdf/page/s01871571n,s01871571n
http://babelnet.org/rdf/page/s01873166n,s01873166n
http://babelnet.org/rdf/page/s01873258n,s01873258n
http://babelnet.org/rdf/page/s01873314n,s01873314n
http://babelnet.org/rdf/page/s01888122n,s01888122n
http://babelnet.org/rdf/page/s01894784n,s01894784n
http://babelnet.org/rdf/page/s01907193n,s01907193n
http://babelnet.org/rdf/page/s01907381n,s01907381n
http://babelnet.org/rdf/page/s01909208n,s01909208n
http://babelnet.org/rdf/page/s01912600n,s01912600n
http://babelnet.org/rdf/page/s01924752n,s01924752n
http://babelnet.org/rdf/page/s01924960n,s01924960n
http://babelnet.org/rdf/page/s01924997n,s01924997n
http://babelnet.org/rdf/page/s01925134n,s01925134n
http://babelnet.org/rdf/page/s01925461n,s01925461n
http://babelnet.org/rdf/page/s01925497n,s01925497n
http://babelnet.org/rdf/page/s01980438n,s01980438n
http://babelnet.org/rdf/page/s01987052n,s01987052n
http://babelnet.org/rdf/page/s01988323n,s01988323n
http://babelnet.org/rdf/page/s02028114n,s02028114n
http://babelnet.org/rdf/page/s02052029n,s02052029n
http://babelnet.org/rdf/page/s02065169n,s02065169n
http://babelnet.org/rdf/page/s02104569n,s02104569n
http://babelnet.org/rdf/page/s02124905n,s02124905n
http://babelnet.org/rdf/page/s02129384n,s02129384n
http://babelnet.org/rdf/page/s02148871n,s02148871n
http://babelnet.org/rdf/page/s02212245n,s02212245n
http://babelnet.org/rdf/page/s02219431n,s02219431n
http://babelnet.org/rdf/page/s02221010n,s02221010n
http://babelnet.org/rdf/page/s02233365n,s02233365n
http://babelnet.org/rdf/page/s02256289n,s02256289n
http://babelnet.org/rdf/page/s02286344n,s02286344n
http://babelnet.org/rdf/page/s02312657n,s02312657n
http://babelnet.org/rdf/page/s02328634n,s02328634n
http://babelnet.org/rdf/page/s02338820n,s02338820n
http://babelnet.org/rdf/page/s02339082n,s02339082n
http://babelnet.org/rdf/page/s02340521n,s02340521n
http://babelnet.org/rdf/page/s02343697n,s02343697n
http://babelnet.org/rdf/page/s02360778n,s02360778n
http://babelnet.org/rdf/page/s02382131n,s02382131n
http://babelnet.org/rdf/page/s02383824n,s02383824n
http://babelnet.org/rdf/page/s02383870n,s02383870n
http://babelnet.org/rdf/page/s02414937n,s02414937n
http://babelnet.org/rdf/page/s02426230n,s02426230n
http://babelnet.org/rdf/page/s02426276n,s02426276n
http://babelnet.org/rdf/page/s02426292n,s02426292n
http://babelnet.org/rdf/page/s02434826n,s02434826n
http://babelnet.org/rdf/page/s02435231n,s02435231n
http://babelnet.org/rdf/page/s02436664n,s02436664n
http://babelnet.org/rdf/page/s02438718n,s02438718n
http://babelnet.org/rdf/page/s02460146n,s02460146n
http://babelnet.org/rdf/page/s02494545n,s02494545n
http://babelnet.org/rdf/page/s02494745n,s02494745n
http://babelnet.org/rdf/page/s02518418n,s02518418n
http://babelnet.org/rdf/page/s02520456n,s02520456n
http://babelnet.org/rdf/page/s02522827n,s02522827n
http://babelnet.org/rdf/page/s02541140n,s02541140n
http://babelnet.org/rdf/page/s02588432n,s02588432n
http://babelnet.org/rdf/page/s02612418n,s02612418n
http://babelnet.org/rdf/page/s02622750n,s02622750n
http://babelnet.org/rdf/page/s02622961n,s02622961n
http://babelnet.org/rdf/page/s02631837n,s02631837n
http://babelnet.org/rdf/page/s02644686n,s02644686n
http://babelnet.org/rdf/page/s02675125n,s02675125n
http://babelnet.org/rdf/page/s02706392n,s02706392n
http://babelnet.org/rdf/page/s02721836n,s02721836n
http://babelnet.org/rdf/page/s02724176n,s02724176n
