Link,Name,Disease Name,Is it in Wikidata?
http://babelnet.org/rdf/page/s16921242n,s16921242n,Congenital_dislocation_of_the_knee,Yes
http://babelnet.org/rdf/page/s17120996n,s17120996n,autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L,Yes
http://babelnet.org/rdf/page/s17264811n,s17264811n,Fundus_albipunctatus,Yes
http://babelnet.org/rdf/page/s17436837n,s17436837n,Familial_multiple_intestinal_atresia,Yes
http://babelnet.org/rdf/page/s17449549n,s17449549n,Caspase-8_deficiency_state,
http://babelnet.org/rdf/page/s17604968n,s17604968n,Xia-Gibbs_syndrome,Yes
http://babelnet.org/rdf/page/s17887887n,s17887887n,Embryonary_disorganization_syndrome,Yes
http://babelnet.org/rdf/page/s17888128n,s17888128n,bipartite_talus,Yes
http://babelnet.org/rdf/page/s17892869n,s17892869n,alcoholic_cerebellar_degeneration,Yes
http://babelnet.org/rdf/page/s17894353n,s17894353n,Baraitser-Burn_syndrome,Yes
http://babelnet.org/rdf/page/s17901342n,s17901342n,atelosteogenesis,Yes
http://babelnet.org/rdf/page/s17925324n,s17925324n,brachyolmia,Yes
http://babelnet.org/rdf/page/s17931349n,s17931349n,kératodermie_palmoplantaire_ponctuée,Yes,
http://babelnet.org/rdf/page/s17933887n,s17933887n,Gingival_fibromatosis-progressive_deafness_syndrome,Yes
http://babelnet.org/rdf/page/s17939531n,s17939531n,dysplasie_spondylo-épiphysaire_tardive,Yes,
http://babelnet.org/rdf/page/s17940285n,s17940285n,autosomal_recessive_limb-girdle_muscular_dystrophy_type_2I,Yes
http://babelnet.org/rdf/page/s17942165n,s17942165n,huriez_syndrome,Yes
http://babelnet.org/rdf/page/s17944938n,s17944938n,mesomelic_dwarfism-cleft_palate-camptodactyly_syndrome,Yes
http://babelnet.org/rdf/page/s17945461n,s17945461n,Chondrodysplasia-dentinogenesis_imperfecta-joint_laxity_syndrome,Yes
http://babelnet.org/rdf/page/s17946941n,s17946941n,Caitlin_marks,Yes
http://babelnet.org/rdf/page/s17947179n,s17947179n,vertebral_cleft,Yes
http://babelnet.org/rdf/page/s17947182n,s17947182n,déficience_intellectuelle_liée_à_l'X_type_Snyder,Yes,
http://babelnet.org/rdf/page/s21298794n,s21298794n,Primary_pigmented_nodular_adrenocortical_disease,Yes
http://babelnet.org/rdf/page/s21369551n,s21369551n,Thoracic_endometriosis,Yes
http://babelnet.org/rdf/page/s21538650n,s21538650n,Severe_achondroplasia_with_developmental_delay_and_acanthosis_nigricans,Yes
http://babelnet.org/rdf/page/s00244999n,s00244999n,Trauma_triad_of_death,
http://babelnet.org/rdf/page/s00584585n,s00584585n,Venom-induced_consumption_coagulopathy,
http://babelnet.org/rdf/page/s01748050n,s01748050n,Primary_fibrinogenolysis,
http://babelnet.org/rdf/page/s01778342n,s01778342n,fibrinogenolysis,
http://babelnet.org/rdf/page/s03061691n,s03061691n,Bernard–Soulier_syndrome,
http://babelnet.org/rdf/page/s03522451n,s03522451n,Haemorrhagic_disease_of_the_newborn,
http://babelnet.org/rdf/page/s03613364n,s03613364n,Bleeding_diathesis,
http://babelnet.org/rdf/page/s04806961n,s04806961n,Thrombopathie,Yes,
http://babelnet.org/rdf/page/s00034160n,s00034160n,fetal_distress,
http://babelnet.org/rdf/page/s00978691n,s00978691n,Hidropesía_fetal,Yes,
http://babelnet.org/rdf/page/s01234978n,s01234978n,Large_for_gestational_age,
http://babelnet.org/rdf/page/s01396148n,s01396148n,Photosensitive_drug_reaction,
http://babelnet.org/rdf/page/s00825345n,s00825345n,Florid_cutaneous_papillomatosis,
http://babelnet.org/rdf/page/s14572037n,s14572037n,Statis_papillomatosis,
http://babelnet.org/rdf/page/s01528792n,s01528792n,Lichen_aureus,
http://babelnet.org/rdf/page/s00019599n,s00019599n,lameness,
http://babelnet.org/rdf/page/s00034149n,s00034149n,festination,
http://babelnet.org/rdf/page/s00044285n,s00044285n,hitch,
http://babelnet.org/rdf/page/s00299001n,s00299001n,Toe_walking,
http://babelnet.org/rdf/page/s00443080n,s00443080n,Sindrome_di_Uner_Tan,
http://babelnet.org/rdf/page/s00897125n,s00897125n,Scissor_gait,
http://babelnet.org/rdf/page/s01050042n,s01050042n,Antalgic_gait,
http://babelnet.org/rdf/page/s01050045n,s01050045n,Pigeon_gait,
http://babelnet.org/rdf/page/s01050048n,s01050048n,Propulsive_gait,
http://babelnet.org/rdf/page/s01050053n,s01050053n,Steppage,
http://babelnet.org/rdf/page/s01050056n,s01050056n,Stomping_gait,
http://babelnet.org/rdf/page/s01050058n,s01050058n,Spastic_gait,
http://babelnet.org/rdf/page/s01050062n,s01050062n,Magnetic_gait,
http://babelnet.org/rdf/page/s01829861n,s01829861n,Segno_di_Trendelenburg,
http://babelnet.org/rdf/page/s03010994n,s03010994n,Trendelenburg_gait,
http://babelnet.org/rdf/page/s03129416n,s03129416n,foot_drop,
http://babelnet.org/rdf/page/s03515946n,s03515946n,Marche_a_petit_pas,
http://babelnet.org/rdf/page/s03591163n,s03591163n,Gluteal_gait,
http://babelnet.org/rdf/page/s03882168n,s03882168n,tandem_gait,
http://babelnet.org/rdf/page/s15923999n,s15923999n,Fauchage_(médecine),
http://babelnet.org/rdf/page/s17294479n,s17294479n,Yoga_foot_drop,
http://babelnet.org/rdf/page/s05131597n,s05131597n,OAT-Syndrom,
http://babelnet.org/rdf/page/s03486883n,s03486883n,Dextro-Transposition_of_the_great_arteries,Yes
http://babelnet.org/rdf/page/s00017555n,s00017555n,tophus,
http://babelnet.org/rdf/page/s01383242n,s01383242n,Folliculitis_nares_perforans,
http://babelnet.org/rdf/page/s17578136n,s17578136n,Vitamin_D_deficiency_in_Australia,
http://babelnet.org/rdf/page/s01361760n,s01361760n,Id_reaction,
http://babelnet.org/rdf/page/s01758889n,s01758889n,Membranous_aplasia_cutis,
http://babelnet.org/rdf/page/s01421198n,s01421198n,Rombo_syndrome,Yes
http://babelnet.org/rdf/page/s01584416n,s01584416n,Ground_itch,Yes
http://babelnet.org/rdf/page/s02775885n,s02775885n,Scimitar_syndrome,Yes
http://babelnet.org/rdf/page/s00030994n,s00030994n,pinworm,
http://babelnet.org/rdf/page/s00645844n,s00645844n,Cerebrospinal_fluid_rhinorrhoea,
http://babelnet.org/rdf/page/s01873525n,s01873525n,Kounis_syndrome,Yes
http://babelnet.org/rdf/page/s01680746n,s01680746n,Peripheral_T-cell_lymphoma_not_otherwise_specified,
http://babelnet.org/rdf/page/s01301808n,s01301808n,Hemoglobin_E,Yes
http://babelnet.org/rdf/page/s02330679n,s02330679n,Emoglobina_C,
http://babelnet.org/rdf/page/s03285352n,s03285352n,Esferocitosis_hereditaria,Yes,
http://babelnet.org/rdf/page/s00650731n,s00650731n,Stromal_tumor,
http://babelnet.org/rdf/page/s01167746n,s01167746n,myxosarcoma,Yes
http://babelnet.org/rdf/page/s01358744n,s01358744n,Extracutaneous_mastocytoma,Yes
http://babelnet.org/rdf/page/s01455713n,s01455713n,Fibrous_tissue_neoplasm,Yes
http://babelnet.org/rdf/page/s02079770n,s02079770n,Emangiopericitoma,
http://babelnet.org/rdf/page/s03686524n,s03686524n,Chondroblastoma,Yes
http://babelnet.org/rdf/page/s14630003n,s14630003n,Myeloproliferative_neoplasm,Yes
http://babelnet.org/rdf/page/s00755845n,s00755845n,Erythema_elevatum_diutinum,Yes
http://babelnet.org/rdf/page/s01447156n,s01447156n,Neutrophilic_dermatosis_of_the_dorsal_hands,
http://babelnet.org/rdf/page/s01949074n,s01949074n,Sweet's_syndrome-like_dermatosis,
http://babelnet.org/rdf/page/s02466100n,s02466100n,Pioderma_gangrenoso,Yes,
http://babelnet.org/rdf/page/s00653877n,s00653877n,Clear-cell_sarcoma_of_the_kidney,
http://babelnet.org/rdf/page/s01506241n,s01506241n,"Ductal,_lobular,_and_medullary_neoplasms",
http://babelnet.org/rdf/page/s00069718n,s00069718n,scoliosis,Yes
http://babelnet.org/rdf/page/s00073381n,s00073381n,spinal_curvature,
http://babelnet.org/rdf/page/s00571053n,s00571053n,Retrolisthesis,
http://babelnet.org/rdf/page/s00756144n,s00756144n,Back_pain,
http://babelnet.org/rdf/page/s01055379n,s01055379n,Syndesmophyte,
http://babelnet.org/rdf/page/s02020837n,s02020837n,Diffuse_idiopathic_skeletal_hyperostosis,Yes
http://babelnet.org/rdf/page/s02383863n,s02383863n,Spondyloepimetaphyseal_dysplasia,Yes
http://babelnet.org/rdf/page/s02928510n,s02928510n,Spondilopatia,
http://babelnet.org/rdf/page/s03478572n,s03478572n,Ernia_di_Schmorl,
http://babelnet.org/rdf/page/s03594670n,s03594670n,Cervical_spine_disorder,
http://babelnet.org/rdf/page/s09072464n,s09072464n,Ascesso_epidurale_spinale,
http://babelnet.org/rdf/page/s14577113n,s14577113n,platyspondylia,Yes
http://babelnet.org/rdf/page/s17381905n,s17381905n,Sway_back,Yes
http://babelnet.org/rdf/page/s21583502n,s21583502n,Rheumatoid_disease_of_the_spine,
http://babelnet.org/rdf/page/s01463400n,s01463400n,Familial_cirrhosis,
http://babelnet.org/rdf/page/s03424192n,s03424192n,Body_fat_redistribution_syndrome,
http://babelnet.org/rdf/page/s01611678n,s01611678n,Diffuse_myelinoclastic_sclerosis,
http://babelnet.org/rdf/page/s05229629n,s05229629n,beta_oxidation_defect,Yes
http://babelnet.org/rdf/page/s15506925n,s15506925n,geodes,
http://babelnet.org/rdf/page/s16508356n,s16508356n,Unicameral_bone_cyst,
http://babelnet.org/rdf/page/s00318408n,s00318408n,Bleeding_on_probing,
http://babelnet.org/rdf/page/s00338992n,s00338992n,Gingival_enlargement,Yes
http://babelnet.org/rdf/page/s01831833n,s01831833n,Linear_gingival_erythema,
http://babelnet.org/rdf/page/s02842261n,s02842261n,Pericoronaritis,Yes,
http://babelnet.org/rdf/page/s03355122n,s03355122n,Gingival_recession,Yes
http://babelnet.org/rdf/page/s03616301n,s03616301n,Cemento-osseous_dysplasia,
http://babelnet.org/rdf/page/s21265473n,s21265473n,Gingival_cyst,
http://babelnet.org/rdf/page/s01503356n,s01503356n,Atypical_lichen_myxedematosus,
http://babelnet.org/rdf/page/s01503340n,s01503340n,Discrete_papular_lichen_myxedematosus,
http://babelnet.org/rdf/page/s01503342n,s01503342n,Acral_persistent_papular_mucinosis,
http://babelnet.org/rdf/page/s01503345n,s01503345n,Self-healing_papular_mucinosis,Yes
http://babelnet.org/rdf/page/s01503352n,s01503352n,Papular_mucinosis_of_infancy,
http://babelnet.org/rdf/page/s01503356n,s01503356n,Atypical_lichen_myxedematosus,
http://babelnet.org/rdf/page/s01987068n,s01987068n,Nodular_lichen_myxedematosus,
http://babelnet.org/rdf/page/s01259779n,s01259779n,Uterine_serous_carcinoma,Yes
http://babelnet.org/rdf/page/s16056127n,s16056127n,Pancreatic_mucinous_cystadenoma,Yes
http://babelnet.org/rdf/page/s00046618n,s00046618n,infantilism,Yes
http://babelnet.org/rdf/page/s02532181n,s02532181n,Delayed_milestone,
http://babelnet.org/rdf/page/s03289502n,s03289502n,Multiple_complex_developmental_disorder,Yes
http://babelnet.org/rdf/page/s17394561n,s17394561n,Global_developmental_delay,Yes
http://babelnet.org/rdf/page/s01528784n,s01528784n,Gougerot–Blum_syndrome,
http://babelnet.org/rdf/page/s01528789n,s01528789n,Doucas_and_Kapetanakis_pigmented_purpura,
http://babelnet.org/rdf/page/s01532157n,s01532157n,Demencia_semántica,
http://babelnet.org/rdf/page/s02060668n,s02060668n,Acephalgic_migraine,
http://babelnet.org/rdf/page/s13599384n,s13599384n,Basilar-type_migraine,Yes
http://babelnet.org/rdf/page/s00588836n,s00588836n,Shapiro_syndrome,Yes
http://babelnet.org/rdf/page/s01560254n,s01560254n,reticulohistiocytoma,Yes
http://babelnet.org/rdf/page/s08865819n,s08865819n,Sindrome_da_artrite-dermatite,
http://babelnet.org/rdf/page/s00000410n,s00000410n,abruptio_placentae,Yes
http://babelnet.org/rdf/page/s00029595n,s00029595n,ectopic_pregnancy,Yes
http://babelnet.org/rdf/page/s00032859n,s00032859n,false_pregnancy,
http://babelnet.org/rdf/page/s00164864n,s00164864n,Mirror_syndrome,
http://babelnet.org/rdf/page/s00375203n,s00375203n,Inversion_utérine,Yes,
http://babelnet.org/rdf/page/s00449662n,s00449662n,Chorea_gravidarum,Yes
http://babelnet.org/rdf/page/s01074352n,s01074352n,Prenatal_stress,
http://babelnet.org/rdf/page/s01508837n,s01508837n,Parental_obesity,
http://babelnet.org/rdf/page/s01518646n,s01518646n,Placental_disease,Yes
http://babelnet.org/rdf/page/s01595381n,s01595381n,Premature_rupture_of_membranes,
http://babelnet.org/rdf/page/s01636930n,s01636930n,Puerperal_disorder,
http://babelnet.org/rdf/page/s01636945n,s01636945n,Obstetric_labor_complication,
http://babelnet.org/rdf/page/s01800454n,s01800454n,Chorionic_hematoma,
http://babelnet.org/rdf/page/s01870495n,s01870495n,Post-maturity_syndrome,
http://babelnet.org/rdf/page/s01975796n,s01975796n,Gestational_thrombocytopenia,
http://babelnet.org/rdf/page/s02361977n,s02361977n,Thyroid_disease_in_pregnancy,
http://babelnet.org/rdf/page/s02400131n,s02400131n,Diabetes_mellitus_and_pregnancy,
http://babelnet.org/rdf/page/s02487504n,s02487504n,Pregnancy-associated_malaria,
http://babelnet.org/rdf/page/s03022221n,s03022221n,Uterine_incarceration,
http://babelnet.org/rdf/page/s03060617n,s03060617n,Hipoxia_fetal,
http://babelnet.org/rdf/page/s03237422n,s03237422n,Advanced_maternal_age,
http://babelnet.org/rdf/page/s03250399n,s03250399n,Pruritic_urticarial_papules_and_plaques_of_pregnancy,
http://babelnet.org/rdf/page/s03558386n,s03558386n,Diabete_mellito_gestazionale,
http://babelnet.org/rdf/page/s03576721n,s03576721n,Placental_insufficiency,Yes
http://babelnet.org/rdf/page/s03725881n,s03725881n,Aortocaval_compression_syndrome,
http://babelnet.org/rdf/page/s03767558n,s03767558n,Amniotic_fluid_embolism,
http://babelnet.org/rdf/page/s03863006n,s03863006n,Cardiomyopathie_du_peripartum,Yes,
http://babelnet.org/rdf/page/s04711530n,s04711530n,Fièvre_et_grossesse,
http://babelnet.org/rdf/page/s04712045n,s04712045n,Menace_d'accouchement_prématuré,
http://babelnet.org/rdf/page/s14858238n,s14858238n,missed_abortion,
http://babelnet.org/rdf/page/s14886300n,s14886300n,Enfermedades_intercurrentes_en_el_embarazo,
http://babelnet.org/rdf/page/s15720062n,s15720062n,Symptoms_and_discomforts_of_pregnancy,
http://babelnet.org/rdf/page/s16309051n,s16309051n,Emorragia_materno-fetale,
http://babelnet.org/rdf/page/s16721473n,s16721473n,HIV_and_pregnancy,
http://babelnet.org/rdf/page/s16892735n,s16892735n,Cryptic_pregnancy,
http://babelnet.org/rdf/page/s17220009n,s17220009n,Antenatal_depression,
http://babelnet.org/rdf/page/s17786935n,s17786935n,Rinite_gravidica,
http://babelnet.org/rdf/page/s17936759n,s17936759n,Pregnancy_and_lactation-associated_osteoporosis,
http://babelnet.org/rdf/page/s02656320n,s02656320n,Developmental_toxicity,
http://babelnet.org/rdf/page/s03578260n,s03578260n,meteoropathy,
http://babelnet.org/rdf/page/s17411498n,s17411498n,Environmental_enteropathy,
http://babelnet.org/rdf/page/s03851105n,s03851105n,Say–Meyer_syndrome,Yes
http://babelnet.org/rdf/page/s03059880n,s03059880n,Brooke–Fordyce_syndrome,
http://babelnet.org/rdf/page/s01924270n,s01924270n,Cirsoid_aneurysm,Yes
http://babelnet.org/rdf/page/s02563015n,s02563015n,Cimino_fistula,
http://babelnet.org/rdf/page/s03187115n,s03187115n,Portosystemic_shunt,
http://babelnet.org/rdf/page/s01516597n,s01516597n,Crush_syndrome,Yes,
http://babelnet.org/rdf/page/s13939054n,s13939054n,Exertional_rhabdomyolysis,
http://babelnet.org/rdf/page/s00653891n,s00653891n,Mesoblastic_nephroma,
http://babelnet.org/rdf/page/s03149101n,s03149101n,Kidney_cancer,Yes
http://babelnet.org/rdf/page/s02014891n,s02014891n,Persistent_adrenarche_syndrome,
http://babelnet.org/rdf/page/s01401182n,s01401182n,Calciumopathy,
http://babelnet.org/rdf/page/s02252080n,s02252080n,Pacemaker_crosstalk,
http://babelnet.org/rdf/page/s17612551n,s17612551n,Twiddler's_syndrome,
http://babelnet.org/rdf/page/s03106857n,s03106857n,Prototecosis,
http://babelnet.org/rdf/page/s01306250n,s01306250n,Autosomal_recessive_polycystic_kidney_disease,Yes
http://babelnet.org/rdf/page/s16572547n,s16572547n,feline__polycystic_kidney_disease,
http://babelnet.org/rdf/page/s00459057n,s00459057n,Degenerative_disc_disease,Yes
http://babelnet.org/rdf/page/s02346833n,s02346833n,Disc_protrusion,
http://babelnet.org/rdf/page/s03713173n,s03713173n,discitis,Yes
http://babelnet.org/rdf/page/s00350280n,s00350280n,Papillary_stenosis,
http://babelnet.org/rdf/page/s00349307n,s00349307n,Iotation,
http://babelnet.org/rdf/page/s16334181n,s16334181n,Lisp,
http://babelnet.org/rdf/page/s00338614n,s00338614n,Orticaria_solare,
http://babelnet.org/rdf/page/s01530318n,s01530318n,Photosensitivity_with_HIV_infection,
http://babelnet.org/rdf/page/s02014975n,s02014975n,Photoleukomelanodermatitis_of_Kobori,
http://babelnet.org/rdf/page/s02477178n,s02477178n,Polymorphous_light_eruption,
http://babelnet.org/rdf/page/s00026793n,s00026793n,diabetic_coma,
http://babelnet.org/rdf/page/s00046992n,s00046992n,insulin_shock,
http://babelnet.org/rdf/page/s00129653n,s00129653n,Lipohypertrophy,
http://babelnet.org/rdf/page/s00351430n,s00351430n,Hyperosmolar_syndrome,
http://babelnet.org/rdf/page/s01051395n,s01051395n,Diabetic_cardiomyopathy,
http://babelnet.org/rdf/page/s02400131n,s02400131n,Diabetes_mellitus_and_pregnancy,
http://babelnet.org/rdf/page/s02522664n,s02522664n,Angiopatía_diabética,Yes,
http://babelnet.org/rdf/page/s03302384n,s03302384n,Diabetic_neuropathy,Yes
http://babelnet.org/rdf/page/s03515444n,s03515444n,Diabetic_myonecrosis,
http://babelnet.org/rdf/page/s17838898n,s17838898n,Diabète_et_troubles_du_comportement_(modèle_animal),
http://babelnet.org/rdf/page/s01887135n,s01887135n,Poikiloderma_vasculare_atrophicans,
http://babelnet.org/rdf/page/s01903471n,s01903471n,Poikiloderma_of_Civatte,
http://babelnet.org/rdf/page/s02398997n,s02398997n,Moist_desquamation,
http://babelnet.org/rdf/page/s21705945n,s21705945n,coup_de_soleil,
http://babelnet.org/rdf/page/s02214831n,s02214831n,Myxoid_lipoblastoma,
http://babelnet.org/rdf/page/s01357939n,s01357939n,Epithelioid_hemangioendothelioma,
http://babelnet.org/rdf/page/s08983639n,s08983639n,Malattia_cardiaca_da_carcinoide,
http://babelnet.org/rdf/page/s02519058n,s02519058n,Septic_pelvic_thrombophlebitis,
http://babelnet.org/rdf/page/s01337860n,s01337860n,Halogen_acne,
http://babelnet.org/rdf/page/s01418400n,s01418400n,Iododerma,
http://babelnet.org/rdf/page/s02578385n,s02578385n,bromoderma,
http://babelnet.org/rdf/page/s00240260n,s00240260n,Diastasis_des_grands_droits,
http://babelnet.org/rdf/page/s01395574n,s01395574n,Nintendo_thumb,
http://babelnet.org/rdf/page/s01922758n,s01922758n,Skin_pop_scar,
http://babelnet.org/rdf/page/s00077084n,s00077084n,thrombosis,Yes
http://babelnet.org/rdf/page/s03632062n,s03632062n,Obstrucción_de_la_arteria_central_de_la_retina,Yes,
http://babelnet.org/rdf/page/s01947930n,s01947930n,Laboratory_animal_allergy,
http://babelnet.org/rdf/page/s08305417n,s08305417n,Alergia_a_la_caspa_de_animales,
http://babelnet.org/rdf/page/s16021064n,s16021064n,Alergia_a_los_gatos,
http://babelnet.org/rdf/page/s21280422n,s21280422n,High-grade_serous_carcinoma,
http://babelnet.org/rdf/page/s00061555n,s00061555n,perforated_eardrum,
http://babelnet.org/rdf/page/s01324325n,s01324325n,Gastrointestinal_perforation,
http://babelnet.org/rdf/page/s01975900n,s01975900n,Uterine_perforation,
http://babelnet.org/rdf/page/s03187147n,s03187147n,Morton's_toe,
http://babelnet.org/rdf/page/s00028875n,s00028875n,drug_addiction,Yes
http://babelnet.org/rdf/page/s00275826n,s00275826n,Comedown_(drugs),
http://babelnet.org/rdf/page/s00907337n,s00907337n,Substance_intoxication,
http://babelnet.org/rdf/page/s00929053n,s00929053n,Efectos_del_cannabis_sobre_la_salud,
http://babelnet.org/rdf/page/s01299957n,s01299957n,Meth_mouth,
http://babelnet.org/rdf/page/s01446064n,s01446064n,Drugs_in_pregnancy,Yes
http://babelnet.org/rdf/page/s14634571n,s14634571n,Headache_attributed_to_a_substance_or_its_withdrawal,
http://babelnet.org/rdf/page/s15949452n,s15949452n,Blackout_(drug-related_amnesia),
http://babelnet.org/rdf/page/s15967999n,s15967999n,Alcohol_and_health,
http://babelnet.org/rdf/page/s01358680n,s01358680n,Atypical_fibroxanthoma,
http://babelnet.org/rdf/page/s03060627n,s03060627n,Epithelioid_cell_histiocytoma,
http://babelnet.org/rdf/page/s00000436n,s00000436n,absentmindedness,
http://babelnet.org/rdf/page/s00026094n,s00026094n,delusion,Yes
http://babelnet.org/rdf/page/s00061703n,s00061703n,perseveration,Yes
http://babelnet.org/rdf/page/s01307677n,s01307677n,Thought_broadcasting,Yes
http://babelnet.org/rdf/page/s02121357n,s02121357n,Idée_fixe,Yes
http://babelnet.org/rdf/page/s02171720n,s02171720n,Thought_blocking,Yes
http://babelnet.org/rdf/page/s02855452n,s02855452n,Thought_withdrawal,Yes
http://babelnet.org/rdf/page/s02905540n,s02905540n,Thought_insertion,Yes
http://babelnet.org/rdf/page/s04721169n,s04721169n,Mentisme,
http://babelnet.org/rdf/page/s15283178n,s15283178n,Obsesión_(sentimiento),
http://babelnet.org/rdf/page/s15506744n,s15506744n,Fuga_de_ideas,Yes,
http://babelnet.org/rdf/page/s01487453n,s01487453n,Mitochondrial_encephalomyopathy,Yes
http://babelnet.org/rdf/page/s02376417n,s02376417n,Kearns–Sayre_syndrome,
http://babelnet.org/rdf/page/s01608230n,s01608230n,Desmoplastic_small-round-cell_tumor,Yes
http://babelnet.org/rdf/page/s03408622n,s03408622n,Histiocytofibrome_malin,
http://babelnet.org/rdf/page/s16419592n,s16419592n,Perivascular_epithelioid_cell_tumour,Yes
http://babelnet.org/rdf/page/s01029998n,s01029998n,Hand_of_benediction,
http://babelnet.org/rdf/page/s01838141n,s01838141n,Ape_hand_deformity,
http://babelnet.org/rdf/page/s03103514n,s03103514n,Colite_collagenosica,
http://babelnet.org/rdf/page/s03607617n,s03607617n,Colitis_linfocítica,Yes,
http://babelnet.org/rdf/page/s01287457n,s01287457n,Midline_shift,
http://babelnet.org/rdf/page/s03971049n,s03971049n,Syndrome_de_Sissi,Yes,
http://babelnet.org/rdf/page/s17403066n,s17403066n,Motivational_deficiency_disorder,Yes
http://babelnet.org/rdf/page/s14214477n,s14214477n,Hürthle_cell_adenoma,
http://babelnet.org/rdf/page/s01348877n,s01348877n,Phakomatosis_pigmentovascularis,Yes
http://babelnet.org/rdf/page/s00631298n,s00631298n,Bone_cancer_in_cats_and_dogs,
http://babelnet.org/rdf/page/s00704750n,s00704750n,Ewing_family_of_tumors,Yes
http://babelnet.org/rdf/page/s01172257n,s01172257n,Cartilage_tumor,
http://babelnet.org/rdf/page/s02473604n,s02473604n,Giant-cell_tumor_of_bone,Yes
http://babelnet.org/rdf/page/s03725038n,s03725038n,Adamantinoma,Yes
http://babelnet.org/rdf/page/s03437559n,s03437559n,Bacillary_angiomatosis,Yes
http://babelnet.org/rdf/page/s02018628n,s02018628n,Epithelial-myoepithelial_carcinoma_of_the_lung,
http://babelnet.org/rdf/page/s00063892n,s00063892n,Pott's_disease,
http://babelnet.org/rdf/page/s03755219n,s03755219n,Leucoencefalopatía_tóxica,
http://babelnet.org/rdf/page/s03453515n,s03453515n,Cisti_dentigera,
http://babelnet.org/rdf/page/s03616329n,s03616329n,Cisti_radicolare,
http://babelnet.org/rdf/page/s03616331n,s03616331n,Eruption_cyst,
http://babelnet.org/rdf/page/s03616334n,s03616334n,Primordial_cyst,
http://babelnet.org/rdf/page/s03616419n,s03616419n,Glandular_odontogenic_cyst,
http://babelnet.org/rdf/page/s05214699n,s05214699n,Harry_Goldblatt,
http://babelnet.org/rdf/page/s03690203n,s03690203n,Congenital_estrogen_deficiency,
http://babelnet.org/rdf/page/s00011068n,s00011068n,bladder_stone,Yes
http://babelnet.org/rdf/page/s08945069n,s08945069n,Calcolosi_uretrale,
http://babelnet.org/rdf/page/s02622530n,s02622530n,Emotional_detachment,
http://babelnet.org/rdf/page/s00170479n,s00170479n,arachnodactyly,Yes
http://babelnet.org/rdf/page/s02283888n,s02283888n,Chondropathy,Yes
http://babelnet.org/rdf/page/s02230845n,s02230845n,Amyloid_cardiomyopathy,Yes
http://babelnet.org/rdf/page/s08261948n,s08261948n,Fibrosis_endomiocárdica,Yes,
http://babelnet.org/rdf/page/s00041630n,s00041630n,greed,
http://babelnet.org/rdf/page/s00069538n,s00069538n,spendthrift,
http://babelnet.org/rdf/page/s00633920n,s00633920n,Compulsive_buying_disorder,
http://babelnet.org/rdf/page/s00784186n,s00784186n,gioco_d'azzardo_patologico,
http://babelnet.org/rdf/page/s03526660n,s03526660n,Hipertensión_pulmonar,Yes,
http://babelnet.org/rdf/page/s05266860n,s05266860n,Rigor,
http://babelnet.org/rdf/page/s15872397n,s15872397n,cogwheel_rigidity,
http://babelnet.org/rdf/page/s16433675n,s16433675n,Egg_drop_syndrome,
http://babelnet.org/rdf/page/s17484318n,s17484318n,Adenoviral_keratoconjunctivitis,Yes
http://babelnet.org/rdf/page/s03368546n,s03368546n,Nezelof_syndrome,Yes
http://babelnet.org/rdf/page/s00867827n,s00867827n,Sindrome_di_Terson,
http://babelnet.org/rdf/page/s00004095n,s00004095n,angiogenesis,
http://babelnet.org/rdf/page/s02772953n,s02772953n,arteriogenesis,
http://babelnet.org/rdf/page/s00562376n,s00562376n,Smoker's_melanosis,
http://babelnet.org/rdf/page/s01345150n,s01345150n,Smoker's_face,
http://babelnet.org/rdf/page/s03375785n,s03375785n,Stomatite_da_nicotina,
http://babelnet.org/rdf/page/s03805564n,s03805564n,Nicotine_withdrawal,Yes
http://babelnet.org/rdf/page/s17569620n,s17569620n,Smokeless_tobacco_keratosis,
http://babelnet.org/rdf/page/s08863701n,s08863701n,Cefalea_postcommotiva,
http://babelnet.org/rdf/page/s01879651n,s01879651n,Congenital_lacrimal_duct_obstruction,
http://babelnet.org/rdf/page/s08900742n,s08900742n,Dischezia_infantile,
http://babelnet.org/rdf/page/s02312073n,s02312073n,Capgras_delusion,
http://babelnet.org/rdf/page/s16482536n,s16482536n,Gouverneur’s_syndrome,
http://babelnet.org/rdf/page/s00153106n,s00153106n,Anaplastic_large-cell_lymphoma,Yes
http://babelnet.org/rdf/page/s00976044n,s00976044n,Enteropathy-associated_T-cell_lymphoma,
http://babelnet.org/rdf/page/s02047971n,s02047971n,Progressive_nodular_histiocytoma,
http://babelnet.org/rdf/page/s03253927n,s03253927n,Histiocytoma_(dog),
http://babelnet.org/rdf/page/s03184907n,s03184907n,Edwards_sindrome,
http://babelnet.org/rdf/page/s03898912n,s03898912n,Hipertimia,
http://babelnet.org/rdf/page/s00062697n,s00062697n,polycystic_kidney_disease,Yes
http://babelnet.org/rdf/page/s00532797n,s00532797n,Displasia_renal_multiquística,Yes,
http://babelnet.org/rdf/page/s00536925n,s00536925n,hyperactivity,Yes
http://babelnet.org/rdf/page/s00539605n,s00539605n,Post-vasectomy_pain_syndrome,
http://babelnet.org/rdf/page/s01961295n,s01961295n,Progressive_disease,
http://babelnet.org/rdf/page/s16273145n,s16273145n,Childhood_chronic_illness,
