Link,Name,Disease Name,Is it in Wikidata?
http://babelnet.org/rdf/page/s15176884n,s15176884n,Enfermedades_tropicales_desatendidas,
http://babelnet.org/rdf/page/s00703436n,s00703436n,Rainscald,
http://babelnet.org/rdf/page/s01847657n,s01847657n,Skin_and_skin_structure_infection,
http://babelnet.org/rdf/page/s16350353n,s16350353n,Skin_infections_and_wrestling,
http://babelnet.org/rdf/page/s03345258n,s03345258n,Enfermedad_itai-itai,Yes,
http://babelnet.org/rdf/page/s02942129n,s02942129n,Inborn_errors_of_steroid_metabolism,
http://babelnet.org/rdf/page/s08260748n,s08260748n,Dislipoproteinemia,
http://babelnet.org/rdf/page/s06893747n,s06893747n,Aglossia,
http://babelnet.org/rdf/page/s00003712n,s00003712n,amyloidosis,Yes
http://babelnet.org/rdf/page/s01591200n,s01591200n,Marfanoid,
http://babelnet.org/rdf/page/s03338773n,s03338773n,Calcifilassi,
http://babelnet.org/rdf/page/s00002055n,s00002055n,agnosia,Yes
http://babelnet.org/rdf/page/s00025866n,s00025866n,speech_disorder,Yes
http://babelnet.org/rdf/page/s00051876n,s00051876n,logorrhea,Yes
http://babelnet.org/rdf/page/s00199896n,s00199896n,Graphomania,
http://babelnet.org/rdf/page/s01284682n,s01284682n,nonverbal_learning_disorder,Yes
http://babelnet.org/rdf/page/s02323181n,s02323181n,alogia,Yes
http://babelnet.org/rdf/page/s02463001n,s02463001n,Tangential_speech,Yes
http://babelnet.org/rdf/page/s02463854n,s02463854n,Circumstantial_speech,
http://babelnet.org/rdf/page/s02793793n,s02793793n,Stilted_speech,
http://babelnet.org/rdf/page/s03748199n,s03748199n,Expressive_language_disorder,Yes
http://babelnet.org/rdf/page/s03748216n,s03748216n,Mixed_receptive-expressive_language_disorder,Yes
http://babelnet.org/rdf/page/s08859643n,s08859643n,Asimbolia,
http://babelnet.org/rdf/page/s13884698n,s13884698n,Communication_deviance,
http://babelnet.org/rdf/page/s15061479n,s15061479n,Compulsive_talking,
http://babelnet.org/rdf/page/s02350816n,s02350816n,Enfermedad_de_Paget-Schrötter,
http://babelnet.org/rdf/page/s14760106n,s14760106n,Sindrome_della_classe_economica,
http://babelnet.org/rdf/page/s21316853n,s21316853n,Anti-Hu_associated_encephalitis,
http://babelnet.org/rdf/page/s01416082n,s01416082n,Acute_generalized_exanthematous_pustulosis,
http://babelnet.org/rdf/page/s13873584n,s13873584n,syndrome_des_côtes_courtes-polydactylie_type_Verma-Naumoff,Yes,
http://babelnet.org/rdf/page/s03440285n,s03440285n,Acrocefalosindactilia,Yes,
http://babelnet.org/rdf/page/s00025844n,s00025844n,defacement,
http://babelnet.org/rdf/page/s00613209n,s00613209n,Acrania,Yes,
http://babelnet.org/rdf/page/s00989716n,s00989716n,Anomalie_craniofaciale,
http://babelnet.org/rdf/page/s01085414n,s01085414n,Facial_trauma,
http://babelnet.org/rdf/page/s02310362n,s02310362n,Facial_cleft,Yes
http://babelnet.org/rdf/page/s03445659n,s03445659n,Hearing_loss_with_craniofacial_syndromes,
http://babelnet.org/rdf/page/s08906681n,s08906681n,Craniolacunia,
http://babelnet.org/rdf/page/s17539776n,s17539776n,Metopism,
http://babelnet.org/rdf/page/s03137275n,s03137275n,Weissenbacher–Zweymüller_syndrome,
http://babelnet.org/rdf/page/s00262029n,s00262029n,Gestational_pemphigoid,
http://babelnet.org/rdf/page/s01127529n,s01127529n,Dermatite_erpetiforme_di_Duhring,
http://babelnet.org/rdf/page/s01337937n,s01337937n,Epidermolisi_bollosa_acquisita,
http://babelnet.org/rdf/page/s01611480n,s01611480n,Diabetic_bulla,
http://babelnet.org/rdf/page/s02090560n,s02090560n,Bullous_pemphigoid,Yes
http://babelnet.org/rdf/page/s02173450n,s02173450n,oculomucocutaneous_syndrome,
http://babelnet.org/rdf/page/s02435840n,s02435840n,Cicatricial_pemphigoid,Yes
http://babelnet.org/rdf/page/s02528831n,s02528831n,Urogenital_pelvic_malignancy,
http://babelnet.org/rdf/page/s00442671n,s00442671n,Taravana,
http://babelnet.org/rdf/page/s04725282n,s04725282n,Radiomucite,
http://babelnet.org/rdf/page/s02683225n,s02683225n,Stratton_Parker_syndrome,Yes
http://babelnet.org/rdf/page/s04878574n,s04878574n,Insuffisance_antéhypophysaire_par_mutation_du_gène_PROP1,
http://babelnet.org/rdf/page/s00316494n,s00316494n,Nefronoptisis,Yes,
http://babelnet.org/rdf/page/s05296086n,s05296086n,kyste_médullaire_du_rein_type_2,Yes,
http://babelnet.org/rdf/page/s05296120n,s05296120n,nephronophthisis-medullary_cystic_kidney_disease,Yes
http://babelnet.org/rdf/page/s14677208n,s14677208n,Van_Wyk_and_Grumbach_syndrome,
http://babelnet.org/rdf/page/s01337937n,s01337937n,Epidermolisi_bollosa_acquisita,
http://babelnet.org/rdf/page/s02234131n,s02234131n,Jonny_Kennedy,
http://babelnet.org/rdf/page/s00372394n,s00372394n,Immune_mediated_polygenic_arthritis,
http://babelnet.org/rdf/page/s01209633n,s01209633n,Hyper-IgM_syndrome_type_4,Yes
http://babelnet.org/rdf/page/s03546964n,s03546964n,Hyper-IgM_syndrome_type_1,
http://babelnet.org/rdf/page/s01006661n,s01006661n,Flutter_ventricolare,
http://babelnet.org/rdf/page/s17670688n,s17670688n,Chronic_kidney_disease-mineral_and_bone_disorder,
http://babelnet.org/rdf/page/s02710501n,s02710501n,Cerebellar_hypoplasia_(non-human),
http://babelnet.org/rdf/page/s15573398n,s15573398n,Cerebellar_agenesis,Yes
http://babelnet.org/rdf/page/s00306346n,s00306346n,Hairy_leukoplakia,Yes
http://babelnet.org/rdf/page/s15809650n,s15809650n,Leucocheratosi_orale,
http://babelnet.org/rdf/page/s14130066n,s14130066n,amastia,
http://babelnet.org/rdf/page/s01244573n,s01244573n,Mondini_dysplasia,Yes
http://babelnet.org/rdf/page/s00375732n,s00375732n,Acute_liver_failure,Yes
http://babelnet.org/rdf/page/s00477561n,s00477561n,rabbit_syndrome,
http://babelnet.org/rdf/page/s17458087n,s17458087n,Anterior_cutaneous_nerve_entrapment_syndrome,
http://babelnet.org/rdf/page/s01238526n,s01238526n,Avvelenamento_da_paracetamolo,
http://babelnet.org/rdf/page/s01345832n,s01345832n,Tricyclic_antidepressant_overdose,
http://babelnet.org/rdf/page/s01352509n,s01352509n,Digoxin_toxicity,Yes
http://babelnet.org/rdf/page/s01365075n,s01365075n,Benzodiazepine_overdose,Yes
http://babelnet.org/rdf/page/s02054080n,s02054080n,Barbiturate_overdose,Yes
http://babelnet.org/rdf/page/s03186914n,s03186914n,cinchonism,Yes
http://babelnet.org/rdf/page/s03577149n,s03577149n,Gray_baby_syndrome,
http://babelnet.org/rdf/page/s17827866n,s17827866n,Hypersédation,
http://babelnet.org/rdf/page/s00452537n,s00452537n,Portal_hypertensive_gastropathy,
http://babelnet.org/rdf/page/s17008717n,s17008717n,Síndrome_de_Silvestrini-Corda,
http://babelnet.org/rdf/page/s17269338n,s17269338n,False_memory,
http://babelnet.org/rdf/page/s00050800n,s00050800n,lethal_gene,Yes
http://babelnet.org/rdf/page/s00250830n,s00250830n,Aase_syndrome,Yes
http://babelnet.org/rdf/page/s00999845n,s00999845n,Hereditary_sensory_and_autonomic_neuropathy,Yes
http://babelnet.org/rdf/page/s01202812n,s01202812n,Madras_motor_neuron_disease,Yes
http://babelnet.org/rdf/page/s02137277n,s02137277n,Majeed_syndrome,Yes
http://babelnet.org/rdf/page/s03082396n,s03082396n,Chromosome_instability_syndrome,Yes
http://babelnet.org/rdf/page/s03340612n,s03340612n,AREDYLD_syndrome,Yes
http://babelnet.org/rdf/page/s04849875n,s04849875n,Maladies_héréditaires_du_collagène,
http://babelnet.org/rdf/page/s04867889n,s04867889n,Cavernome_cérébral_héréditaire,
http://babelnet.org/rdf/page/s05150206n,s05150206n,syndrome_W,Yes,
http://babelnet.org/rdf/page/s05165359n,s05165359n,Miotonia_congenita_di_Becker,
http://babelnet.org/rdf/page/s05267189n,s05267189n,Macrothrombocytopénie_à_inclusions_leucocytaires,Yes,
http://babelnet.org/rdf/page/s05336037n,s05336037n,MUTYH-associated_polyposis,Yes
http://babelnet.org/rdf/page/s05499871n,s05499871n,Hereditary_spastic_paraplegia_type_11,Yes
http://babelnet.org/rdf/page/s05507138n,s05507138n,myotilinopathie,Yes,
http://babelnet.org/rdf/page/s05570008n,s05570008n,Alves_syndrome,Yes
http://babelnet.org/rdf/page/s13830722n,s13830722n,Autosomal_recessive_hyper_IgE_syndrome,Yes
http://babelnet.org/rdf/page/s13860839n,s13860839n,Polydactylie_d'un_pouce_triphalangé,Yes,
http://babelnet.org/rdf/page/s13877146n,s13877146n,Gollop-Wolfgang_complex,Yes
http://babelnet.org/rdf/page/s13887329n,s13887329n,Megalocornea-mental_retardation_syndrome,Yes
http://babelnet.org/rdf/page/s14039807n,s14039807n,agénésie_congénitale_du_pancréas,Yes,
http://babelnet.org/rdf/page/s14280454n,s14280454n,Acro-céphalo-polydactylie,Yes,
http://babelnet.org/rdf/page/s14408942n,s14408942n,Digitorenocerebral_syndrome,Yes
http://babelnet.org/rdf/page/s14573793n,s14573793n,dysplasie_pseudodiastrophique,Yes,
http://babelnet.org/rdf/page/s14918779n,s14918779n,Zamzam–Sheriff–Phillips_syndrome,Yes
http://babelnet.org/rdf/page/s15199319n,s15199319n,Bureau-Barrière-Thomas_syndrome,Yes
http://babelnet.org/rdf/page/s15340177n,s15340177n,Juberg-Hayward_syndrome,Yes
http://babelnet.org/rdf/page/s15351623n,s15351623n,Dermotrichic_syndrome,Yes
http://babelnet.org/rdf/page/s15365845n,s15365845n,"mesomelic_dwarfism,_Nievergelt_type",Yes
http://babelnet.org/rdf/page/s15504468n,s15504468n,Ramon_syndrome,Yes
http://babelnet.org/rdf/page/s16093539n,s16093539n,Nathalie_syndrome,Yes
http://babelnet.org/rdf/page/s17460458n,s17460458n,Mesomelia,Yes
http://babelnet.org/rdf/page/s17872871n,s17872871n,chondrodysplasia,Yes
http://babelnet.org/rdf/page/s17882662n,s17882662n,intellectual_disability-spasticity-ectrodactyly_syndrome,Yes
http://babelnet.org/rdf/page/s17890480n,s17890480n,dysplasie_spondylo-métaphysaire,Yes,
http://babelnet.org/rdf/page/s17892704n,s17892704n,Crane-Heise_syndrome,Yes
http://babelnet.org/rdf/page/s17904394n,s17904394n,nanisme_mésomélique_type_Reinhardt-Pfeiffer,Yes,
http://babelnet.org/rdf/page/s17904830n,s17904830n,dysplasie_mésomélique_de_type_Savarirayan,Yes,
http://babelnet.org/rdf/page/s17905269n,s17905269n,mesomelia-synostoses_syndrome,Yes
http://babelnet.org/rdf/page/s17908273n,s17908273n,dysplasie_mésomélique_isolée_de_l'avant_bras,Yes,
http://babelnet.org/rdf/page/s17919282n,s17919282n,Karsch-Neugebauer_syndrome,Yes
http://babelnet.org/rdf/page/s17924944n,s17924944n,Congenital_pseudoarthrosis_of_clavicle,Yes
http://babelnet.org/rdf/page/s17933340n,s17933340n,"erythrokeratoderma_""en_cocardes""",Yes
http://babelnet.org/rdf/page/s17939110n,s17939110n,dysplasie_spondylo-épiphysaire,Yes,
http://babelnet.org/rdf/page/s17942749n,s17942749n,BOD_syndrome,Yes
http://babelnet.org/rdf/page/s03869550n,s03869550n,Hay_fever_in_Japan,
http://babelnet.org/rdf/page/s03526961n,s03526961n,Enfermedades_de_Declaración_Obligatoria,
http://babelnet.org/rdf/page/s01521828n,s01521828n,Internal_hernia,
http://babelnet.org/rdf/page/s00059711n,s00059711n,otitis_media,Yes
http://babelnet.org/rdf/page/s02283779n,s02283779n,Periostite,
http://babelnet.org/rdf/page/s02696150n,s02696150n,mediastinite,
http://babelnet.org/rdf/page/s02051451n,s02051451n,Delirio_de_The_Truman_Show,Yes,
http://babelnet.org/rdf/page/s01459614n,s01459614n,Linear_verrucous_epidermal_nevus,
http://babelnet.org/rdf/page/s00959201n,s00959201n,Colique_du_Devonshire,
http://babelnet.org/rdf/page/s03556821n,s03556821n,Ichthyoallyeinotoxism,Yes
http://babelnet.org/rdf/page/s00227771n,s00227771n,Caffeine-induced_sleep_disorder,Yes
http://babelnet.org/rdf/page/s17475616n,s17475616n,Caffeine-induced_anxiety_disorder,
http://babelnet.org/rdf/page/s01250521n,s01250521n,Feline_panleukopenia,Yes
http://babelnet.org/rdf/page/s03244877n,s03244877n,SMEDI,
http://babelnet.org/rdf/page/s17873114n,s17873114n,Canine_parvovirus,
http://babelnet.org/rdf/page/s16712589n,s16712589n,Non-cirrhotic_portal_fibrosis,
http://babelnet.org/rdf/page/s00848760n,s00848760n,Glicogenosi,
http://babelnet.org/rdf/page/s03397023n,s03397023n,Enfermedad_por_depósito_lisosomal,
http://babelnet.org/rdf/page/s00001049n,s00001049n,acrocyanosis,Yes
http://babelnet.org/rdf/page/s01645354n,s01645354n,Gay_bowel_syndrome,
http://babelnet.org/rdf/page/s16929352n,s16929352n,Treponematosis,Yes
http://babelnet.org/rdf/page/s03791399n,s03791399n,Neonatal_alloimmune_thrombocytopenia,
http://babelnet.org/rdf/page/s00630934n,s00630934n,Corno_cutaneo,
http://babelnet.org/rdf/page/s01358677n,s01358677n,Plexiform_fibrohistiocytic_tumor,
http://babelnet.org/rdf/page/s01556604n,s01556604n,Annular_elastolytic_giant-cell_granuloma,
http://babelnet.org/rdf/page/s01567177n,s01567177n,Reactional_keratosis,
http://babelnet.org/rdf/page/s01638567n,s01638567n,Syringofibroadenoma,
http://babelnet.org/rdf/page/s01641109n,s01641109n,Trichoblastoma,
http://babelnet.org/rdf/page/s01641134n,s01641134n,trichodiscoma,
http://babelnet.org/rdf/page/s01641157n,s01641157n,Trichoadenoma,
http://babelnet.org/rdf/page/s03747888n,s03747888n,Sheehan's_syndrome,Yes
http://babelnet.org/rdf/page/s00180138n,s00180138n,Cavitary_pneumonia,
http://babelnet.org/rdf/page/s01032882n,s01032882n,failure_to_thrive,Yes
http://babelnet.org/rdf/page/s01348118n,s01348118n,Benzodiazepine_dependence,Yes
http://babelnet.org/rdf/page/s17547614n,s17547614n,Anabolic-androgenic_steroids_abuse,
http://babelnet.org/rdf/page/s03570489n,s03570489n,nasal_polyp,Yes
http://babelnet.org/rdf/page/s03578376n,s03578376n,Cronkhite–Canada_syndrome,Yes
http://babelnet.org/rdf/page/s05336037n,s05336037n,MUTYH-associated_polyposis,Yes
http://babelnet.org/rdf/page/s02014291n,s02014291n,Blood_squirt,
http://babelnet.org/rdf/page/s01155020n,s01155020n,Early-onset_Alzheimer's_disease,
http://babelnet.org/rdf/page/s00247482n,s00247482n,Juvenile_myelomonocytic_leukemia,Yes
http://babelnet.org/rdf/page/s03686489n,s03686489n,Acute_monocytic_leukemia,Yes
http://babelnet.org/rdf/page/s03686540n,s03686540n,Chronic_myelomonocytic_leukemia,Yes
http://babelnet.org/rdf/page/s03372806n,s03372806n,Chondromatose,Yes,
http://babelnet.org/rdf/page/s04740313n,s04740313n,Éveil_confusionnel,
http://babelnet.org/rdf/page/s03861778n,s03861778n,Hemispatial_neglect,
http://babelnet.org/rdf/page/s01645618n,s01645618n,Tongue_thrust,
http://babelnet.org/rdf/page/s04891456n,s04891456n,Déglutition_atypique,
http://babelnet.org/rdf/page/s00184975n,s00184975n,Foville's_syndrome,
http://babelnet.org/rdf/page/s00551594n,s00551594n,Penetration_(weaponry),
http://babelnet.org/rdf/page/s00191415n,s00191415n,Bifascicular_block,
http://babelnet.org/rdf/page/s00970861n,s00970861n,Bloc_de_branche,
http://babelnet.org/rdf/page/s01068698n,s01068698n,Blocco_di_branca_destra,
http://babelnet.org/rdf/page/s01375819n,s01375819n,Intraventricular_block,
http://babelnet.org/rdf/page/s02884973n,s02884973n,Blocco_di_branca_sinistra,
http://babelnet.org/rdf/page/s00029324n,s00029324n,indigestion,
http://babelnet.org/rdf/page/s00354520n,s00354520n,Gastroparesi,
http://babelnet.org/rdf/page/s15838494n,s15838494n,Rinopatia_cronica_ipertrofica,
http://babelnet.org/rdf/page/s17786976n,s17786976n,Rinite_non_allergica,
http://babelnet.org/rdf/page/s00002524n,s00002524n,alcoholic_dementia,
http://babelnet.org/rdf/page/s00080887n,s00080887n,Wernicke's_encephalopathy,Yes
http://babelnet.org/rdf/page/s03211691n,s03211691n,polioencephalomalacia,
http://babelnet.org/rdf/page/s21369100n,s21369100n,Thiamine_deficiency,Yes
http://babelnet.org/rdf/page/s02961931n,s02961931n,Chronic_radiation_syndrome,
http://babelnet.org/rdf/page/s16646313n,s16646313n,Radiation_retinopathy,
http://babelnet.org/rdf/page/s00429308n,s00429308n,Sindrome_della_tripla_X,
http://babelnet.org/rdf/page/s03011290n,s03011290n,XXXY_syndrome,Yes
http://babelnet.org/rdf/page/s03163410n,s03163410n,Patau_sindrome,
http://babelnet.org/rdf/page/s14548203n,s14548203n,Chromosomal_deletion_syndrome,Yes
http://babelnet.org/rdf/page/s00192324n,s00192324n,Buruli_ulcer,Yes
http://babelnet.org/rdf/page/s01500167n,s01500167n,Aquarium_granuloma,
http://babelnet.org/rdf/page/s03881136n,s03881136n,Paratubercolosi,
http://babelnet.org/rdf/page/s00367937n,s00367937n,Bennett's_fracture,
http://babelnet.org/rdf/page/s01972321n,s01972321n,cancer_de_l'estomac,Yes,
http://babelnet.org/rdf/page/s15048098n,s15048098n,Late_preterm_infant,
http://babelnet.org/rdf/page/s00048944n,s00048944n,keratomalacia,Yes
http://babelnet.org/rdf/page/s00330541n,s00330541n,Peduncular_hallucinosis,
http://babelnet.org/rdf/page/s01059326n,s01059326n,Alcoholic_hallucinosis,
http://babelnet.org/rdf/page/s02504171n,s02504171n,Chronic_hallucinatory_psychosis,
http://babelnet.org/rdf/page/s02422384n,s02422384n,Astrocitoma_pilocitico,Yes,
http://babelnet.org/rdf/page/s17400856n,s17400856n,Foreign_body_aspiration,
http://babelnet.org/rdf/page/s02120783n,s02120783n,Neonatal_toxic_shock-like_exanthematous_disease,
http://babelnet.org/rdf/page/s02120829n,s02120829n,Noma_neonatorum,
http://babelnet.org/rdf/page/s02809324n,s02809324n,Neonatal_meningitis,
http://babelnet.org/rdf/page/s16054277n,s16054277n,Neonatal_tetanus,Yes
http://babelnet.org/rdf/page/s03819821n,s03819821n,Sinoatrial_arrest,
http://babelnet.org/rdf/page/s16318850n,s16318850n,Aritmia_sinusale,
http://babelnet.org/rdf/page/s01840631n,s01840631n,Vacuolar_interface_dermatitis,
http://babelnet.org/rdf/page/s08440138n,s08440138n,1576_Cocoliztli_epidemic,
http://babelnet.org/rdf/page/s02040182n,s02040182n,Policondrite_ricorrente,
http://babelnet.org/rdf/page/s02050862n,s02050862n,Esclerosis_sistémica,Yes,
http://babelnet.org/rdf/page/s03694492n,s03694492n,Sindrome_di_Susac,
http://babelnet.org/rdf/page/s17592392n,s17592392n,TRIANGLE_disease,
http://babelnet.org/rdf/page/s01481594n,s01481594n,Ovarian_torsion,
http://babelnet.org/rdf/page/s00755761n,s00755761n,Postencephalitic_parkinsonism,Yes
http://babelnet.org/rdf/page/s02460138n,s02460138n,Gingival_fibromatosis_with_hypertrichosis,
http://babelnet.org/rdf/page/s00553636n,s00553636n,Concha_bullosa,
http://babelnet.org/rdf/page/s00809811n,s00809811n,Nasal_septum_perforation,
http://babelnet.org/rdf/page/s01248017n,s01248017n,Fracture_du_nez,
http://babelnet.org/rdf/page/s02508363n,s02508363n,Saddle_nose,
http://babelnet.org/rdf/page/s02909445n,s02909445n,Nasal_glial_heterotopia,Yes
http://babelnet.org/rdf/page/s03235013n,s03235013n,rhinolith,
http://babelnet.org/rdf/page/s03482985n,s03482985n,Arhinie,Yes,
http://babelnet.org/rdf/page/s08477148n,s08477148n,Insuficiencia_respiratoria_nasal,
http://babelnet.org/rdf/page/s14983260n,s14983260n,Nasal_septal_abscess,
http://babelnet.org/rdf/page/s01567784n,s01567784n,Hospital_furunculosis,
http://babelnet.org/rdf/page/s06446318n,s06446318n,furonculose_des_saumons_et_des_truites,
http://babelnet.org/rdf/page/s00004091n,s00004091n,angina_pectoris,
http://babelnet.org/rdf/page/s02568795n,s02568795n,Angina_de_Prinzmetal,Yes,
http://babelnet.org/rdf/page/s09070045n,s09070045n,Glaucoma_giovanile,
http://babelnet.org/rdf/page/s04756930n,s04756930n,Glaucome_aigu,Yes,
http://babelnet.org/rdf/page/s08839446n,s08839446n,Glaucoma_subacuto,
http://babelnet.org/rdf/page/s03174865n,s03174865n,Foco_de_Ghon,
http://babelnet.org/rdf/page/s00966703n,s00966703n,Variola_caprina,
http://babelnet.org/rdf/page/s01354094n,s01354094n,Pigeon_pox,
http://babelnet.org/rdf/page/s01594706n,s01594706n,Farmyard_pox,
http://babelnet.org/rdf/page/s01594735n,s01594735n,Sealpox,
http://babelnet.org/rdf/page/s01769056n,s01769056n,monkeypox,Yes
http://babelnet.org/rdf/page/s03357567n,s03357567n,Pseudocowpox,Yes
http://babelnet.org/rdf/page/s17607818n,s17607818n,Paravaccinia_virus,
http://babelnet.org/rdf/page/s17687068n,s17687068n,Nickel_allergy,Yes
http://babelnet.org/rdf/page/s00073763n,s00073763n,strabismus,Yes
http://babelnet.org/rdf/page/s03768758n,s03768758n,Síndrome_de_Tolosa-Hunt,
http://babelnet.org/rdf/page/s00049086n,s00049086n,renal_failure,Yes
http://babelnet.org/rdf/page/s01544227n,s01544227n,Osteodistrofia_renale,
http://babelnet.org/rdf/page/s01542001n,s01542001n,Congenital_cutaneous_candidiasis,
http://babelnet.org/rdf/page/s01542010n,s01542010n,Erosio_interdigitalis_blastomycetica,
